,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,A,B
298599,Other Theft,2018,3,18,12,45,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298600,Other Theft,2018,4,14,12,22,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298601,Other Theft,2018,4,18,10,46,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298602,Other Theft,2018,4,27,14,58,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298603,Other Theft,2018,7,3,14,0,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298604,Other Theft,2018,8,3,10,33,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298605,Other Theft,2018,8,12,11,6,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298606,Other Theft,2018,8,29,11,45,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298607,Other Theft,2018,9,18,14,35,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298608,Other Theft,2018,11,20,17,8,6XX SEYMOUR ST,Central Business District,491523.0775,5458828.881
298727,Other Theft,2018,6,14,21,0,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.783
298728,Other Theft,2018,8,17,20,18,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.783
298729,Other Theft,2018,9,21,12,16,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.783
298730,Other Theft,2018,10,22,14,25,6XX SEYMOUR ST,Central Business District,491583.1648,5458889.783
298748,Other Theft,2018,10,21,15,35,6XX SEYMOUR ST,Central Business District,491609.751,5458916.739
298750,Other Theft,2018,9,30,2,33,6XX SMITHE ST,Central Business District,491184.9812,5458617.787
298753,Other Theft,2018,3,13,16,0,6XX SMITHE ST,Central Business District,491198.6727,5458603.243
298866,Other Theft,2018,1,4,19,35,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298867,Other Theft,2018,1,7,15,43,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298868,Other Theft,2018,1,14,16,17,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298869,Other Theft,2018,1,18,9,45,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298870,Other Theft,2018,1,29,19,3,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298871,Other Theft,2018,1,30,16,26,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298872,Other Theft,2018,3,14,15,50,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298873,Other Theft,2018,3,16,10,43,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298874,Other Theft,2018,3,16,19,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298875,Other Theft,2018,3,20,14,22,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298876,Other Theft,2018,3,23,15,58,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298877,Other Theft,2018,4,4,14,20,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298878,Other Theft,2018,4,14,14,19,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298879,Other Theft,2018,4,14,17,42,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298880,Other Theft,2018,4,17,13,50,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298881,Other Theft,2018,4,21,9,53,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298882,Other Theft,2018,4,22,15,41,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298883,Other Theft,2018,4,25,11,26,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298884,Other Theft,2018,4,27,14,59,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298885,Other Theft,2018,4,28,18,10,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298886,Other Theft,2018,5,2,11,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298887,Other Theft,2018,5,22,20,21,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298888,Other Theft,2018,5,31,15,5,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298889,Other Theft,2018,6,2,12,38,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298890,Other Theft,2018,6,3,13,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298891,Other Theft,2018,6,3,16,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298892,Other Theft,2018,6,3,16,52,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298893,Other Theft,2018,6,13,16,5,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298894,Other Theft,2018,6,20,12,24,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298895,Other Theft,2018,6,22,12,41,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298896,Other Theft,2018,7,4,16,5,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298897,Other Theft,2018,7,7,16,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298898,Other Theft,2018,7,13,17,22,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298899,Other Theft,2018,7,14,12,55,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298900,Other Theft,2018,7,15,15,44,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298901,Other Theft,2018,7,24,14,54,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298902,Other Theft,2018,7,27,16,32,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298903,Other Theft,2018,8,2,18,11,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298904,Other Theft,2018,8,11,18,50,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298905,Other Theft,2018,8,14,16,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298906,Other Theft,2018,8,27,17,20,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298907,Other Theft,2018,8,29,16,17,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298908,Other Theft,2018,9,3,13,35,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298909,Other Theft,2018,9,20,11,40,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298910,Other Theft,2018,9,20,19,25,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298911,Other Theft,2018,9,23,11,21,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298912,Other Theft,2018,10,19,10,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298913,Other Theft,2018,10,20,18,42,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298914,Other Theft,2018,10,21,12,11,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298915,Other Theft,2018,10,27,18,59,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298916,Other Theft,2018,10,29,12,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298917,Other Theft,2018,10,30,14,55,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298918,Other Theft,2018,11,10,17,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298919,Other Theft,2018,11,15,13,55,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298920,Other Theft,2018,11,18,14,12,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298921,Other Theft,2018,11,23,10,27,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298922,Other Theft,2018,11,28,15,53,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298923,Other Theft,2018,11,28,21,3,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298924,Other Theft,2018,12,3,19,16,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298925,Other Theft,2018,12,5,17,9,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
298926,Other Theft,2018,12,15,16,0,6XX W 41ST AVE,Oakridge,491253.1721,5453429.857
299509,Other Theft,2018,9,8,14,15,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
299510,Other Theft,2018,10,18,17,48,6XX W 41ST AVE,Oakridge,491253.2457,5453429.852
300078,Other Theft,2018,1,11,18,35,6XX W BROADWAY AVE,Fairview,491308.459,5456727.065
300402,Other Theft,2018,3,9,15,12,6XX W GEORGIA ST,Central Business District,491439.7827,5458826.841
300403,Other Theft,2018,9,20,13,49,6XX W GEORGIA ST,Central Business District,491439.7827,5458826.841
300404,Other Theft,2018,11,17,12,54,6XX W GEORGIA ST,Central Business District,491439.7827,5458826.841
300445,Other Theft,2018,1,8,14,15,71XX KERR ST,Killarney,496991.4946,5451719.815
300446,Other Theft,2018,2,11,16,20,71XX KERR ST,Killarney,496991.4946,5451719.815
300447,Other Theft,2018,2,12,20,20,71XX KERR ST,Killarney,496991.4946,5451719.815
300448,Other Theft,2018,4,14,14,35,71XX KERR ST,Killarney,496991.4946,5451719.815
300449,Other Theft,2018,11,4,16,34,71XX KERR ST,Killarney,496991.4946,5451719.815
300450,Other Theft,2018,11,15,22,14,71XX KERR ST,Killarney,496991.4946,5451719.815
300451,Other Theft,2018,11,28,12,58,71XX KERR ST,Killarney,496991.4946,5451719.815
300563,Other Theft,2018,9,13,19,11,72XX KERR ST,Killarney,496989.4724,5451672.127
300642,Other Theft,2018,2,16,10,49,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.243
300643,Other Theft,2018,2,16,14,5,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.243
300644,Other Theft,2018,3,4,21,16,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.243
300645,Other Theft,2018,4,26,21,15,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.243
300646,Other Theft,2018,8,11,10,25,72XX KNIGHT ST,Victoria-Fraserview,494393.1966,5451725.243
300666,Other Theft,2018,6,7,18,57,7X E CORDOVA ST,Central Business District,492523.6757,5458853.457
300680,Other Theft,2018,6,11,13,17,7X E PENDER ST,Central Business District,492518.8122,5458634.195
300686,Other Theft,2018,2,7,22,23,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300687,Other Theft,2018,3,11,14,47,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300688,Other Theft,2018,3,18,23,11,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300689,Other Theft,2018,4,15,20,15,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300690,Other Theft,2018,7,3,5,30,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300691,Other Theft,2018,7,9,6,20,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300692,Other Theft,2018,10,28,19,53,7X W BROADWAY AVE,Mount Pleasant,492264.2573,5456707.369
300804,Other Theft,2018,5,11,15,46,7XX BURRARD ST,Central Business District,491082.545,5458961.931
300937,Other Theft,2018,1,11,16,11,7XX BURRARD ST,West End,491085.3312,5458977.471
300953,Other Theft,2018,3,16,20,22,7XX BURRARD ST,West End,491098.1959,5458990.089
301000,Other Theft,2018,4,12,11,7,7XX BURRARD ST,West End,491107.3849,5458999.101
301001,Other Theft,2018,8,4,10,53,7XX BURRARD ST,West End,491107.3849,5458999.101
301086,Other Theft,2018,11,29,13,50,7XX BURRARD ST,Central Business District,491116.9076,5458995.634
301187,Other Theft,2018,1,15,20,20,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301188,Other Theft,2018,1,17,16,53,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301189,Other Theft,2018,1,20,14,47,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301190,Other Theft,2018,2,19,10,37,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301191,Other Theft,2018,2,26,13,36,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301192,Other Theft,2018,3,5,12,36,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301193,Other Theft,2018,3,6,13,20,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301194,Other Theft,2018,3,6,16,45,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301195,Other Theft,2018,3,8,16,40,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301196,Other Theft,2018,3,9,16,46,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301197,Other Theft,2018,3,11,19,4,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301198,Other Theft,2018,3,26,13,7,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301199,Other Theft,2018,4,1,18,26,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301200,Other Theft,2018,4,6,18,52,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301201,Other Theft,2018,4,12,12,37,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301202,Other Theft,2018,4,19,12,27,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301203,Other Theft,2018,4,19,15,12,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301204,Other Theft,2018,4,22,13,9,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301205,Other Theft,2018,4,22,14,36,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301206,Other Theft,2018,4,24,13,3,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301207,Other Theft,2018,5,2,18,0,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301208,Other Theft,2018,5,4,16,13,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301209,Other Theft,2018,5,6,18,2,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301210,Other Theft,2018,5,9,16,24,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301211,Other Theft,2018,5,18,11,35,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301212,Other Theft,2018,5,18,14,15,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301213,Other Theft,2018,5,18,18,22,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301214,Other Theft,2018,5,19,17,35,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301215,Other Theft,2018,6,1,18,48,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301216,Other Theft,2018,6,2,19,9,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301217,Other Theft,2018,6,3,16,42,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301218,Other Theft,2018,6,11,14,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301219,Other Theft,2018,6,17,11,25,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301220,Other Theft,2018,6,19,13,29,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301221,Other Theft,2018,6,29,15,41,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301222,Other Theft,2018,7,18,16,30,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301223,Other Theft,2018,7,19,14,59,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301224,Other Theft,2018,7,21,15,47,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301225,Other Theft,2018,7,22,15,30,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301226,Other Theft,2018,7,23,16,45,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301227,Other Theft,2018,7,24,14,18,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301228,Other Theft,2018,7,28,11,12,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301229,Other Theft,2018,7,31,14,53,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301230,Other Theft,2018,8,2,18,8,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301231,Other Theft,2018,8,6,15,9,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301232,Other Theft,2018,8,6,16,58,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301233,Other Theft,2018,8,6,19,7,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301234,Other Theft,2018,8,8,10,48,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301235,Other Theft,2018,8,10,16,55,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301236,Other Theft,2018,8,10,20,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301237,Other Theft,2018,8,13,21,6,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301238,Other Theft,2018,8,13,21,51,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301239,Other Theft,2018,8,20,19,14,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301240,Other Theft,2018,8,26,19,0,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301241,Other Theft,2018,8,27,19,48,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301242,Other Theft,2018,8,28,20,33,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301243,Other Theft,2018,9,7,16,15,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301244,Other Theft,2018,9,8,10,17,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301245,Other Theft,2018,9,11,15,11,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301246,Other Theft,2018,9,11,18,42,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301247,Other Theft,2018,9,11,20,45,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301248,Other Theft,2018,9,12,15,16,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301249,Other Theft,2018,9,12,15,47,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301250,Other Theft,2018,9,12,20,14,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301251,Other Theft,2018,9,18,13,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301252,Other Theft,2018,9,19,12,37,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301253,Other Theft,2018,9,20,10,15,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301254,Other Theft,2018,9,20,21,44,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301255,Other Theft,2018,9,21,12,17,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301256,Other Theft,2018,9,21,16,22,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301257,Other Theft,2018,10,4,20,50,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301258,Other Theft,2018,10,5,13,8,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301259,Other Theft,2018,10,12,21,10,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301260,Other Theft,2018,10,13,20,29,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301261,Other Theft,2018,10,19,13,25,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301262,Other Theft,2018,10,29,19,29,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301263,Other Theft,2018,11,1,20,15,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301264,Other Theft,2018,11,3,19,10,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301265,Other Theft,2018,11,3,19,13,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301266,Other Theft,2018,12,9,12,32,7XX BURRARD ST,Central Business District,491117.4327,5458996.148
301358,Other Theft,2018,1,7,11,8,7XX BURRARD ST,Central Business District,491119.4089,5458998.087
301359,Other Theft,2018,1,18,12,15,7XX BURRARD ST,Central Business District,491119.4089,5458998.087
